UID,OLD_DATA,REF,IDENT,SLAT,SLONG,AGE,DAGE,AGEMTD,CONTINENT,REPLOC,INTM,P,NDIR,INC,DEC,K,A95,NINT,B,DB,DB%,DBN (%),VDM/VADM,VDM,VADM,GROUP,TYPE,FORM,ROCKMAG,COMMENTS,LOCATION NAME,QAGE,QSTAT,QTRM,QALT,QMD,QACN,QTECH,QLITH,QMAG,QDIR,QPI
2348,3045,205,C-TP42,17.8,331.3,14,0.1,Estimated,Atlantic Ocean,Canary Islands,T+,R,6,-53.5,187.7,449,3.2,3,5.7,1.2,21,37.8470298,,1.05816473,,Volcanic,Basalt,Lava Flow,,weighted mean paleointensity ; VDMc,,0,0,1,1,1,0,0,0,0,1,4
2349,3046,205,C-TP49A,17.8,331.3,14,0.1,Estimated,Atlantic Ocean,Canary Islands,T+,T,5,39.2,194.4,168,5.9,4,9,2.7,30,51.82749267,,1.947779102,,Volcanic,Basalt,Lava Flow,,weighted mean paleointensity ; VDMc,,0,0,1,1,1,0,0,0,0,1,4
2350,3047,205,C-TP50A,17.8,331.3,14,0.1,Estimated,Atlantic Ocean,Canary Islands,T+,T,6,30.5,197,243,4.6,3,10.3,0.9,9,15.2204904,,2.39245598,,Volcanic,Basalt,Lava Flow,,weighted mean paleointensity ; VDMc,,0,0,1,1,1,0,0,0,0,1,4
2351,3048,205,C-TP51B,17.8,331.3,14,0.1,Estimated,Atlantic Ocean,Canary Islands,T+,T,4,37.3,197.2,295,6.2,1,16.3,,,,,3.588018329,,Volcanic,Basalt,Lava Flow,,weighted mean paleointensity ; VDMc,,0,0,1,1,1,0,0,0,0,0,3
2352,3049,205,C-TP54A,17.8,331.3,14,0.1,Estimated,Atlantic Ocean,Canary Islands,T+,T,7,-36.2,208.6,165,4.8,4,11.6,1.7,15,24.02870475,,2.577646324,,Volcanic,Basalt,Lava Flow,,weighted mean paleointensity ; VDMc,,0,0,1,0,0,0,0,0,0,1,2
2353,3050,205,C-TP57B,17.8,331.3,14,0.1,Estimated,Atlantic Ocean,Canary Islands,T+,T,6,23.3,199.9,77,7.8,3,27.3,1.3,5,8.257577173,,6.632567035,,Volcanic,Basalt,Lava Flow,,weighted mean paleointensity ; VDMc,,0,0,1,1,1,0,0,0,0,1,4
2354,3051,205,C-TP58,17.8,331.3,14,0.1,Estimated,Atlantic Ocean,Canary Islands,T+,T,11,39.3,197.1,105,4.5,2,21.4,2.4,11,22.25132147,,4.627142969,,Volcanic,Basalt,Lava Flow,,weighted mean paleointensity ; VDMc,,0,0,1,1,1,0,0,0,0,1,4
2355,3052,205,C-TP59,17.8,331.3,14,0.1,Estimated,Atlantic Ocean,Canary Islands,T+,T,10,43.9,204.1,89,5.2,4,9.3,4.5,48,94.28574602,,1.923049783,,Volcanic,Basalt,Lava Flow,,weighted mean paleointensity ; VDMc,,0,0,1,0,0,0,0,0,0,1,2
2356,3053,205,C-TP60,17.8,331.3,14,0.1,Estimated,Atlantic Ocean,Canary Islands,T+,T,10,35.6,198.1,120,4.4,3,8.3,2.3,28,51.29274612,1.8,1.853644934,,Volcanic,Basalt,Lava Flow,,weighted mean paleointensity ; VDMc,,0,0,1,1,1,0,0,0,0,1,4
2357,3054,205,C-TP61,17.8,331.3,14,0.1,Estimated,Atlantic Ocean,Canary Islands,T+,T,6,37,192.7,124,6,1,8.1,,,,,1.787648269,,Volcanic,Basalt,Lava Flow,,weighted mean paleointensity ; VDMc,,0,0,1,1,1,0,0,0,0,1,4
2358,3055,205,C-TP62,17.8,331.3,14,0.1,Estimated,Atlantic Ocean,Canary Islands,T+,T,6,-4.8,72.4,324,3.7,2,1.2,0.5,42,99.99661726,,0.309500041,,Volcanic,Basalt,Lava Flow,,weighted mean paleointensity ; VDMc,,0,0,1,1,1,0,0,0,0,1,4
2359,3056,205,C-TP66,17.8,331.3,14,0.1,Estimated,Atlantic Ocean,Canary Islands,T+,T,6,-14.3,80.6,385,3.4,3,5.7,2.9,51,113.7959213,,1.439883326,,Volcanic,Basalt,Lava Flow,,weighted mean paleointensity ; VDMc,,0,0,1,0,0,0,0,0,0,1,2
2360,3057,205,C-TP69,17.8,331.3,14,0.1,Estimated,Atlantic Ocean,Canary Islands,T+,N,6,2.6,358.2,109,6.4,1,15.9,,,,,4.108511873,,Volcanic,Basalt,Lava Flow,,weighted mean paleointensity ; VDMc,,0,0,1,1,1,0,0,0,0,1,4
2361,3058,205,C-TP72,17.8,331.3,14,0.1,Estimated,Atlantic Ocean,Canary Islands,T+,N,6,22,1,541,2.9,2,16.8,0.4,2,4.669123593,,4.10944847,,Volcanic,Basalt,Lava Flow,,weighted mean paleointensity ; VDMc,,0,0,1,1,1,0,0,0,0,1,4
2362,3059,205,C-TP83,17.8,331.3,14,0.1,Estimated,Atlantic Ocean,Canary Islands,T+,N,6,46.7,351.3,220,4.5,2,18,3.3,18,37.1519025,,3.613828779,,Volcanic,Basalt,Lava Flow,,weighted mean paleointensity ; VDMc,,0,0,1,0,0,0,0,0,0,1,2
2363,3060,205,C-TP84,17.8,331.3,14,0.1,Estimated,Atlantic Ocean,Canary Islands,T+,N,6,52.9,0.8,709,2.5,3,19.5,0.9,5,8.00258057,,3.646402727,,Volcanic,Basalt,Lava Flow,,weighted mean paleointensity ; VDMc,,0,0,1,0,0,0,0,0,0,1,2
2364,3061,205,C-TP86,17.8,331.3,14,0.1,Estimated,Atlantic Ocean,Canary Islands,T+,N,6,56.5,12.9,608,2.7,3,15.6,0.4,3,4.440424887,,2.790470363,,Volcanic,Basalt,Lava Flow,,weighted mean paleointensity ; VDMc,,0,0,1,1,1,0,0,0,0,1,4
2189,2795,188,C-TA13,16,332,14.04,,Ar/Ar,Atlantic Ocean,Canary Islands,T+,R,7,-36.6,176.3,177,4.6,5,17.8,3.6,20,31.99641921,,3.941934455,,Volcanic,Basalt,Lava Flow,,VDMc,,1,0,0,1,0,0,0,0,0,1,3
2190,2794,188,C-TA12,16,332,14.08,,Ar/Ar,Atlantic Ocean,Canary Islands,T+,R,5,-31,177.9,131,6.7,3,18.8,0.9,5,8.301683127,,4.351219325,,Volcanic,Basalt,Lava Flow,,VDMc,,1,0,0,1,1,0,0,0,0,1,4
2191,2793,188,C-TA11,16,332,14.12,,Ar/Ar,Atlantic Ocean,Canary Islands,T+,R,6,-23.3,181.8,161,5.3,2,21.4,6.2,29,62.00150317,,5.199155112,,Volcanic,Basalt,Lava Flow,,VDMc,,1,0,0,1,1,0,0,0,0,1,4
2192,2792,188,C-TA10,16,332,14.16,,Ar/Ar,Atlantic Ocean,Canary Islands,T+,T,7,-40.6,183.2,380,3.1,2,13.2,4.9,37,84.84189198,,2.819724059,,Volcanic,Basalt,Lava Flow,,VDMc,,1,0,0,1,0,0,0,0,0,1,3
2193,2800,188,C-TA7,16,332,14.3,,Ar/Ar,Atlantic Ocean,Canary Islands,T+,T,7,-23.5,169.7,156,4.9,3,8.7,2.4,28,51.02974742,,2.111388939,,Volcanic,Basalt,Lava Flow,,VDMc,,1,0,0,1,0,0,0,0,0,1,3
2194,2799,188,C-TA6,16,332,14.35,,Ar/Ar,Atlantic Ocean,Canary Islands,T+,T,6,-17.4,170.8,56,9.2,2,8.7,0.5,6,11.3000768,,2.17303549,,Volcanic,Basalt,Lava Flow,,VDMc,,1,0,0,1,0,0,0,0,0,1,3
2195,2798,188,C-TA4,16,332,14.45,,Ar/Ar,Atlantic Ocean,Canary Islands,T+,T,7,69.4,160.7,70,7.3,4,27.2,2,7,11.91430031,,4.118511236,,Volcanic,Basalt,Lava Flow,,VDMc,,1,0,0,1,1,0,0,0,0,1,4
447,477,50,Carpathia 627,49,24,14.5,1,Stratigraphy,Europe,Russia,T-,O,,-70,165,,,1,,,,,6.3,,,Igneous,,,,,,,,,,,,,,,,
2196,2797,188,C-TA3,16,332,14.5,,Ar/Ar,Atlantic Ocean,Canary Islands,T+,T,9,62.7,178,52,7.2,5,27.4,4.7,17,26.93163478,,4.52460613,,Volcanic,Basalt,Lava Flow,,VDMc,,1,0,0,1,1,0,0,0,0,1,4
2197,2791,188,C-TA1,16,332,14.6,,Ar/Ar,Atlantic Ocean,Canary Islands,T+,R,9,-35.1,166.4,87,5.5,4,20.7,4.2,20,33.76019244,,4.642049814,,Volcanic,Basalt,Lava Flow,,VDMc,,0,0,0,1,0,0,0,0,0,1,2
3547,9092,669,Ries Meteorite Crater,48.8,10.6,14.6,0.2,Ar/Ar,Europe,Germany,T+,R,111,-59.5,191.4,90.1,1.4,15,19.2,2.8,14,19.11212544,,3.305385764,,Impact Melt,Suevite,Crater,Near magnetite,From 4 localities within 28km wide impact crater ,"Ries Meteorite Crater, Germany",1,1,1,1,1,0,0,0,0,1,6
448,464,50,Carpathia 564,49,24,14.75,0.25,Stratigraphy,Europe,Russia,T-,O,,35,14,,,1,,,,,13.3,,,Igneous,,,,,,,,,,,,,,,,
449,484,50,Carpathia 769,49,24,14.75,0.25,Stratigraphy,Europe,Russia,T-,O,,-65,217,,,1,,,,,8.2,,,Igneous,,,,,,,,,,,,,,,,
450,457,50,Carpathia 502,49,24,15,1,Stratigraphy,Europe,Russia,T-,O,,-51,177,,,1,,,,,9,,,Igneous,,,,,,,,,,,,,,,,
451,470,50,Carpathia 586,49,24,15,1,Stratigraphy,Europe,Russia,T-,O,,35,14,,,1,,,,,10.9,,,Igneous,,,,,,,,,,,,,,,,
1398,1794,127,A10-A11,45.58,239.83,15,,K-Ar,North America,U.S.A.,Z,R,7,-45.1,202.4,1918,1.4,6,27,4,15,22.33247465,,5.514057873,,Volcanic,,Mixed,"Ma,Tc appr.  580∞C,",VDMc,,0,1,0,0,1,0,0,0,0,1,3
1399,1795,127,A12,45.58,239.83,15,,K-Ar,North America,U.S.A.,Z,R,5,-46.7,197.2,1170,2.2,1,31,,,,,6.22381623,,Volcanic,,Mixed,"Ma,Tc appr.  580∞C,",VDMc,,0,0,0,0,1,0,0,0,0,1,2
1400,1796,127,A14-A15,45.58,239.83,15,,K-Ar,North America,U.S.A.,Z,R,6,-46,208.6,61,8.7,2,17,3,18,35.67088787,,3.438875603,,Volcanic,,Mixed,"Ma,Tc appr.  580∞C,",VDMc,,0,0,0,0,1,0,0,0,0,1,2
1401,1797,127,A16,45.58,239.83,15,,K-Ar,North America,U.S.A.,Z,R,7,-48.5,199.5,320,3.4,3,27,4,15,26.12095187,,5.314200885,,Volcanic,,Mixed,"Ma,Tc appr.  580∞C,",VDMc,,0,0,0,0,1,0,0,0,0,1,2
1402,1798,127,A18,45.58,239.83,15,,K-Ar,North America,U.S.A.,Z,R,5,-39.6,196.6,331,4.2,1,17,,,,,3.665623491,,Volcanic,,Mixed,"Ma,Tc appr.  580∞C,",VDMc,,0,0,0,0,1,0,0,0,0,1,2
256,283,27,Steens,47.6,241.4,15.1,1,Estimated,North America,U.S.A.,T-,T,,-20,200,,,2,11,2,18,36.82395191,,2.716917202,,Volcanic,Basalt,,,,,0,0,0,1,0,0,0,0,0,0,1
2618,6464,512,0470a081091,29,242,15.2,0.5,GPTS,Pacific Ocean,,T+,O,,,,,,1,30,,,,,,5.9,Volcanic,Glass,Lava Flow,,VADM; Berggren et al. 1995; supersedes ref. 146,,1,0,0,1,0,0,0,0,1,0,3
2619,6465,512,0470a085075,29,242,15.2,0.5,GPTS,Pacific Ocean,,T+,O,,,,,,4,39.3,3.3,8,13.62229284,,,7.8,Volcanic,Glass,Lava Flow,,VADM; Berggren et al. 1995; supersedes ref. 146,,1,0,0,1,0,0,0,0,1,0,3
2620,6466,512,0470a131039,29,242,15.2,0.5,GPTS,Pacific Ocean,,T+,O,,,,,,3,35.7,3.3,9,16.11391584,,,7.1,Volcanic,Glass,Lava Flow,,VADM; Berggren et al. 1995; supersedes ref. 146,,1,0,0,1,0,0,0,0,1,0,3
2621,6495,512,0520x311020,-26,349,15.2,0.2,GPTS,Atlantic Ocean,,T+,O,,,,,,1,38.2,,,,,,7.1,Volcanic,Glass,Lava Flow,,VADM; Berggren et al. 1995; supersedes ref. 146,,1,0,0,1,0,0,0,0,1,0,3
476,580,56,Adel 52,42.2,240.1,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,R,40,-63,151,2024.793388,1.1,2,29.95,8.838834765,29.51196916,63.38675916,,4.923995115,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,1,0,0,0,0,1,4
477,581,56,Adel 53,42.2,240.1,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,R,4,-68.5,157.4,926.2759924,2.3,1,22.3,,,,,3.413636481,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,0,0,0,0,0,0,2
478,582,56,Adel 54,42.2,240.1,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,R,4,-61.8,161.8,339.3351801,3.8,3,29.5,5.164300533,17.5061035,31.097965,,4.926712255,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,0,0,0,0,0,0,2
479,583,56,Adel 55,42.2,240.1,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,R,4,-58.5,155.7,221.819828,4.7,1,22.5,,,,,3.921830956,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,0,0,0,0,0,0,2
480,584,56,Steens Mountain 04,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,N,15,66.8,1.6,669,1.5,5,45.86,7.380582633,16.09372576,25.20941836,,7.175063292,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,0,0,0,0,0,1,3
481,585,56,Steens Mountain 05,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,N,6,65,337.5,353,2,3,52.66666667,2.138535324,4.060510109,7.037678558,,8.43517492,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,1,0,0,0,0,1,4
482,586,56,Steens Mountain 07,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,N,8,55.1,11.6,544,2.4,3,75.76666667,19.66731637,25.95774268,47.63684552,,13.78554948,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,0,0,0,0,0,1,3
483,587,56,Steens Mountain 08,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,N,8,52.7,358,693,2.1,1,61.4,,,,,11.50372532,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,0,0,0,0,0,1,3
484,588,56,Steens Mountain 10,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,N,20,58,347.5,214,2.2,4,27.45,8.196543987,29.85990524,51.55151866,,4.815348388,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,0,0,0,0,0,1,3
485,589,56,Steens Mountain 11-1,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,N,7,56.8,0.6,704,2.4,3,65.13333333,11.46923421,17.60885498,31.29025907,,11.6013509,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,0,0,0,0,0,1,3
486,590,56,Steens Mountain 11-2,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,N,5,57.2,2.2,741.020794,2.3,2,21.95,0.919238816,4.187876153,8.221964463,,3.889926593,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,0,0,0,0,0,1,3
487,591,56,Steens Mountain 11-3,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,N,5,59.2,357.7,537.7229081,2.7,3,41.26666667,3.513308033,8.513670516,14.8251637,,7.128480115,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,0,0,0,0,0,1,3
488,592,56,Steens Mountain 12,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,N,5,59.7,353.8,416,3.8,3,31.93333333,3.329164059,10.42535718,18.20944436,,5.48072566,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,0,0,0,0,0,1,3
489,593,56,Steens Mountain 13-1,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,N,14,77,333.4,387.8116343,1.9,2,43.4,14.42497834,33.23727727,73.3938277,,6.019608567,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,0,0,0,0,0,1,3
490,594,56,Steens Mountain 13-2,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,N,24,77.4,325.6,416.6666667,1.4,7,78.18571429,15.9987946,20.46255476,30.32784023,,10.80172496,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,0,0,0,0,0,1,3
491,595,56,Steens Mountain 13-3,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,N,14,77.8,317.7,432.0987654,1.8,6,30.3,6.513063795,21.49526005,32.87590582,,4.169966594,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,0,0,0,0,0,1,3
492,596,56,Steens Mountain 14,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,N,7,63.7,23.3,175,4.6,1,30.2,,,,,4.919811684,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,0,0,0,0,0,1,3
493,597,56,Steens Mountain 15,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,T,6,37.5,31.6,239,4.3,1,16.4,,,,,3.602035005,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,0,0,0,0,0,1,3
494,598,56,Steens Mountain 16-1,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,T,6,15.9,40.4,339.9236906,3.1,3,11.06666667,1.50443788,13.59431819,23.89818496,,2.778781183,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,1,0,0,0,0,1,4
495,599,56,Steens Mountain 16-2,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,T,8,13.4,38,161.078238,3.9,3,19.16666667,3.524674926,18.38960831,32.75735448,,4.853299444,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,0,0,0,0,0,1,3
496,600,56,Steens Mountain 18,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,T,5,-16.5,58.7,702,2.9,1,7.5,,,,,1.879006536,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,0,0,0,0,0,1,3
497,601,56,Steens Mountain 19,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,T,13,-22.7,60,742,1.5,2,6,0.282842712,4.714045208,9.259157754,,1.461676236,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,1,0,0,0,0,1,4
498,602,56,Steens Mountain 20,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,T,7,-27.6,64.4,248,3.8,1,13.7,,,,,3.243578377,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,0,0,0,0,0,1,3
499,603,56,Steens Mountain 21-1,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,T,8,36.6,140,145.7465794,4.1,2,13.2,0.989949494,7.499617376,14.7790394,,2.921856006,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,0,0,0,0,0,1,3
500,604,56,Steens Mountain 21-2,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,T,9,38.6,140.8,159.0779969,3.7,2,8.7,2.969848481,34.13618944,75.94123605,,1.892251787,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,0,0,0,0,0,1,3
501,605,56,Steens Mountain 21-3,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,T,3,36,137,,,2,4.4,0.282842712,6.428243465,12.6494418,,0.97891574,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,0,0,0,0,0,0,2
502,606,56,Steens Mountain 22,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,T,8,62.4,267,18,13.3,1,7.6,,,,,1.259341478,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,0,0,0,0,0,0,2
503,607,56,Steens Mountain 23,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,T,8,52.6,270.5,39,8.9,3,6.966666667,1.096965511,15.74591643,27.83041897,,1.306821748,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,1,0,0,0,0,0,3
504,608,56,Steens Mountain 24-1,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,T,8,51.7,272.3,362.4260355,2.6,2,7.85,1.909188309,24.32087018,50.63086303,,1.488391718,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,0,0,0,0,0,1,3
505,609,56,Steens Mountain 24-2,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,T,8,47.4,273.8,312.5,2.8,2,9.9,2.969848481,29.9984695,64.64789361,,1.971551154,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,0,0,0,0,0,1,3
506,610,56,Steens Mountain 25,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,T,9,55.5,275.7,155,4.1,1,5.3,,,,,0.959540386,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,0,0,0,0,0,1,3
507,611,56,Steens Mountain 26,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,T,16,58.7,281.5,230,2.4,4,7.3,1.764464036,24.17074022,40.74760619,,1.269154498,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,0,0,0,0,0,1,3
508,612,56,Steens Mountain 28-1,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,T,4,53.5,304.5,339.3351801,3.8,3,8.966666667,2.631222783,29.344492,54.78654586,,1.663814609,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,0,0,0,0,0,0,2
509,613,56,Steens Mountain 28-2,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,T,20,51.5,302.2,222.2222222,2.1,6,14.45,3.80933065,26.36214983,40.89003562,,2.746259541,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,0,0,0,0,0,1,3
510,614,56,Steens Mountain 28-3,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,T,5,53.9,299.6,233.1945271,4.1,2,27.05,6.576093065,24.31088009,50.60740212,,4.9948873,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,0,0,0,0,0,1,3
511,615,56,Steens Mountain 29-1,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,T,6,58.2,341.4,238.6169954,3.7,2,26.15,7.707463915,29.47404939,63.28899072,,4.575587051,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,0,0,0,0,0,1,3
512,616,56,Steens Mountain 29-2,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,T,17,57.2,340,15.95766334,8.5,3,17.6,2.62297541,14.90326937,26.28282046,,3.119029979,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,0,0,0,0,0,0,2
513,617,56,Steens Mountain 31,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,T,7,29.1,142.4,117,4.4,2,5.75,2.757716447,47.96028603,125.5140014,,1.347977732,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,0,0,0,0,0,1,3
514,618,56,Steens Mountain 33,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,T,9,36.2,133.9,169,3.6,3,6.2,2.227105745,35.92106041,69.87662735,,1.37705888,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,0,0,0,0,0,1,3
515,619,56,Steens Mountain 35,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,T,6,11.3,135.5,194,3.6,4,20.4,6.224146528,30.5105222,52.83768026,,5.196412968,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,0,0,0,0,0,1,3
516,620,56,Steens Mountain 36,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,T,8,10.3,155.4,56,7.5,1,14.7,,,,,3.753751405,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,0,0,0,0,0,1,3
517,621,56,Steens Mountain 39,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,T,10,-8.1,184.5,265,3,2,14.05,3.323401872,23.65410585,49.07301808,,3.604433473,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,0,0,0,0,0,1,3
518,622,56,Steens Mountain 40,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,T,7,-11.8,184.7,369,3.2,1,16.2,,,,,4.12110443,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,0,0,0,0,0,1,3
519,623,56,Steens Mountain 41,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,T,6,-16.2,183.8,564,2.8,3,14.53333333,1.357694124,9.341932043,16.28767303,,3.645205813,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,0,0,0,0,0,1,3
520,624,56,Steens Mountain 43,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,T,39,-47.9,219.5,122,2.2,10,21.5,6.899919484,32.09264876,46.06986459,,4.258084105,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,1,0,0,0,0,1,4
521,625,56,Steens Mountain 45,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,R,17,-62.6,111.6,404,1.7,4,32.75,4.330896751,13.22411222,21.61848927,,5.412590437,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,0,0,0,0,0,1,3
522,626,56,Steens Mountain 46,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,R,50,-66.1,164.2,159,1.4,15,31.49333333,6.922785016,21.98174751,29.08474958,,4.97224286,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,1,0,0,0,0,1,4
523,627,56,Steens Mountain 47,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,R,6,-51.6,172.9,313,3.1,2,39.8,2.969848481,7.461930857,14.70397062,,7.555168036,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,0,0,0,0,0,1,3
524,628,56,Steens Mountain 48,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,R,7,-69.7,212.8,173,4.6,1,23.9,,,,,3.603546319,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,1,0,0,0,0,1,4
525,629,56,Steens Mountain 49,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,R,31,-74,230,179,1.2,8,34.3125,3.672071233,10.70184695,15.2588987,,4.913908766,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,1,0,1,1,0,0,0,0,1,5
526,630,56,Steens Mountain 51,42.6,241.4,16.5,0.2,Ar/Ar,North America,U.S.A.,T+,R,6,-44.3,190.3,306,3.8,3,49.56666667,1.361371857,2.746547123,4.756776995,,10.20253612,,Volcanic,Basalt,Lava Flow,,,Steens Mountain,1,0,0,1,1,0,0,0,0,1,4
1695,2156,145,VN02,-33.4,289.8,16.5,1.5,K-Ar,South America,Chile,T+,N,12,-37.5,347.8,103,4.3,2,11.4,2.4,21,43.13945136,2.3,2.505032995,,Volcanic,,Lava Flow,,,"Farellones, Chilean Andes",1,0,0,0,0,0,0,0,1,1,3
